id,name,active,category,description,net,gross,weight,available
60328,"Uchwyt na palec Bizon Accessories Ring Turtle uniwersalny, czarny",1,Uchwyt na telefon,"Bizon Accessories Ring Turtle Uniwersalne Trzymaj się! Gdyby telefony umiały latać, co mogłoby je utrzymać na stałe w twoim zasięgu? Uchwyt na palec od producenta Bizon z serii Accessories Ring Turtle to akcesorium, które będzie leżeć na Twoim palcu lepiej niż niejeden pierścionek zaręczynowy czy sygnet oraz zabezpieczy Twojego smartfona przed potencjalną ucieczką z dłoni podczas pogoni za autobusem lub nieplanowanej drzemki z telefonem. Kolor producenta: Black Przedmiotem sprzedaży jest sam ring, pozostałe akcesoria widoczne na zdjęciach służą jedynie przedstawieniu jego funkcjonalności. Bezpieczny chwyt Zdarza Ci się wypuszczać telefon z dłoni? Oddaj go w bezpieczne ręce! Ring Turtle zapewni Ci pewny i bezpieczny chwyt, dzięki któremu Twój smartfon będzie chroniony przed nieraz tragicznymi skutkami grawitacji. Uchwyt został wykonany z miłego w dotyku tworzywa sztucznego (stop cynku), a sam montaż nie zajmie Ci więcej czasu i nerwów niż podniesienie upuszczonego telefonu z ziemi akcesorium jest wyposażone w taśmę, wystarczy zdjąć z niej folię ochronną i przyczepić do tyłu telefonu*. * Może nie trzymać się na wszystkich typach powierzchni. Najlepiej sprawdza się na gładkich, twardych powierzchniach nie polecamy stosowania na silikonie. Solidne oparcie na długie wieczory Oprócz pełnienia funkcji specjalisty ds. lepszego chwytu akcesorium znajdzie również zastosowanie jako podpórka do telefonu! Dzięki temu Twój wyświetlacz zamieni się w mini ekran kinowy, a Twoje ręce, zamiast niewygodnego trzymania telefonu, będą mogły swobodnie sięgać do paczki z popcornem.",15.45,19,0.2,1
60332,"Uchwyt na palec Bizon Accessories Ring Turtle uniwersalny, ciemnozielony",1,Uchwyt na telefon,"Bizon Accessories Ring Turtle Uniwersalne Trzymaj się! Gdyby telefony umiały latać, co mogłoby je utrzymać na stałe w twoim zasięgu? Uchwyt na palec od producenta Bizon z serii Accessories Ring Turtle to akcesorium, które będzie leżeć na Twoim palcu lepiej niż niejeden pierścionek zaręczynowy czy sygnet oraz zabezpieczy Twojego smartfona przed potencjalną ucieczką z dłoni podczas pogoni za autobusem lub nieplanowanej drzemki z telefonem. Kolor producenta: Dark Green Przedmiotem sprzedaży jest sam ring, pozostałe akcesoria widoczne na zdjęciach służą jedynie przedstawieniu jego funkcjonalności. Bezpieczny chwyt Zdarza Ci się wypuszczać telefon z dłoni? Oddaj go w bezpieczne ręce! Ring Turtle zapewni Ci pewny i bezpieczny chwyt, dzięki któremu Twój smartfon będzie chroniony przed nieraz tragicznymi skutkami grawitacji. Uchwyt został wykonany z miłego w dotyku tworzywa sztucznego (stop cynku), a sam montaż nie zajmie Ci więcej czasu i nerwów niż podniesienie upuszczonego telefonu z ziemi akcesorium jest wyposażone w taśmę, wystarczy zdjąć z niej folię ochronną i przyczepić do tyłu telefonu*. * Może nie trzymać się na wszystkich typach powierzchni. Najlepiej sprawdza się na gładkich, twardych powierzchniach nie polecamy stosowania na silikonie. Solidne oparcie na długie wieczory Oprócz pełnienia funkcji specjalisty ds. lepszego chwytu akcesorium znajdzie również zastosowanie jako podpórka do telefonu! Dzięki temu Twój wyświetlacz zamieni się w mini ekran kinowy, a Twoje ręce, zamiast niewygodnego trzymania telefonu, będą mogły swobodnie sięgać do paczki z popcornem.",15.45,19,0.2,8
60324,"Uchwyt na palec Bizon Accessories Ring Turtle uniwersalny, beżowy",1,Uchwyt na telefon,"Bizon Accessories Ring Turtle Uniwersalne Trzymaj się! Gdyby telefony umiały latać, co mogłoby je utrzymać na stałe w twoim zasięgu? Uchwyt na palec od producenta Bizon z serii Accessories Ring Turtle to akcesorium, które będzie leżeć na Twoim palcu lepiej niż niejeden pierścionek zaręczynowy czy sygnet oraz zabezpieczy Twojego smartfona przed potencjalną ucieczką z dłoni podczas pogoni za autobusem lub nieplanowanej drzemki z telefonem. Kolor producenta: Beige Przedmiotem sprzedaży jest sam ring, pozostałe akcesoria widoczne na zdjęciach służą jedynie przedstawieniu jego funkcjonalności. Bezpieczny chwyt Zdarza Ci się wypuszczać telefon z dłoni? Oddaj go w bezpieczne ręce! Ring Turtle zapewni Ci pewny i bezpieczny chwyt, dzięki któremu Twój smartfon będzie chroniony przed nieraz tragicznymi skutkami grawitacji. Uchwyt został wykonany z miłego w dotyku tworzywa sztucznego (stop cynku), a sam montaż nie zajmie Ci więcej czasu i nerwów niż podniesienie upuszczonego telefonu z ziemi akcesorium jest wyposażone w taśmę, wystarczy zdjąć z niej folię ochronną i przyczepić do tyłu telefonu*. * Może nie trzymać się na wszystkich typach powierzchni. Najlepiej sprawdza się na gładkich, twardych powierzchniach nie polecamy stosowania na silikonie. Solidne oparcie na długie wieczory Oprócz pełnienia funkcji specjalisty ds. lepszego chwytu akcesorium znajdzie również zastosowanie jako podpórka do telefonu! Dzięki temu Twój wyświetlacz zamieni się w mini ekran kinowy, a Twoje ręce, zamiast niewygodnego trzymania telefonu, będą mogły swobodnie sięgać do paczki z popcornem.",15.45,19,0.2,6
51890,Lampa pierścieniowa Ring Apexel LED Light Foldable Floor Stand APL-FL10JJ14 + statyw ,1,Statyw do telefonu,"Lampa pierścieniowa Ring Apexel LED Light Foldable Floor Stand statyw Uniwersalna Wyglądaj zawsze najlepiej Lampa pierścieniowa o regulowanej wysokości 35 - 190 cm Ring Apexel LED Light z ministatywem zapewni Ci najwyższy standard oświetlenia podczas nagrań, transmisji w social mediach lub będzie idealnym pomocnikiem w wykonaniu niepowtarzalnego makijażu na imprezę czy festiwal. Posiada kilka trybów światła, jasności i temperatury, dlatego Twoja twarz zawsze będzie wyglądać olśniewająco. Kolor producenta: Black (czarny) Parametry: 10W, 500lumens Niech się stanie oświetlenie! 10-calowa lampa pierścieniowa Apexel z regulowaną głowicą statywu to idealne narzędzie dla osób zajmujących się fotografią lub livestreamingiem. Dzięki możliwości obrotu o 360 światło pierścienia może być łatwo dostosowane do potrzeb użytkownika. Regulowana jasność i uchwyt na telefon Lampa posiada trzy tryby oświetlenia (biały, ciepły żółty i ciepły żółty biały), z każdym z nich związanych jest 10 poziomów jasności. Lampa zawiera 120 żarówek, co oznacza, że zapewnia lepsze oświetlenie niż wiele innych lamp pierścieniowych. Klips na telefon jest kompatybilny z większością smartfonów, a jego giętka konstrukcja umożliwia zainstalowanie telefonu w poziomie lub w pionie. Zasilanie przez USB Lampa dzięki temu, że posiada wtyczkę USB może być zasilana przez wiele urządzeń, takich jak ładowarka sieciowa, komputer czy laptop. Z łatwością można więc korzystać z niej w dowolnym momencie i miejscu. W skład zestawu wchodzą: lampa pierścieniowa, mini statyw, uchwyt na telefon, instrukcja obsługi.",161.79,199,0.2,5
117802,"OUTLET:  Uchwyt, kijek, statyw Tech-Protect L09S Wireless Selfie Stick Tripod Bluetooth, czarny",1,Statyw do telefonu,"ℹ Produkt pochodzi z outletu!Na aukcji kupujesz produkt, który nie kwalifikuje się do sprzedaży jako pełnowartościowy z powodu uszkodzonego lub rozpakowanego opakowania, dlatego oferujemy go w obniżonej cenie!Każdy produkt jest sprawdzony i w pełni sprawny, posiada pełną gwarancję producenta oraz wsparcie techniczne sklepu.OUT_2512090080Selfie stick tripod Bluetooth Tech-Protect L09S Wireless Szerokość szczęki od 4 cm do 9,5 cm Rób szerokie ujęcia z pilotem Bluetooth Selfie Stick Tripod Tech-Protect L09S to wygodny sposób na uchwycenie ważnych chwil bez angażowania wszystkich rąk idealny podczas wycieczek, spotkań z przyjaciółmi czy vlogowania. Teleskopowy wysięgnik rozkłada się do 146 cm, co zapewnia naprawdę szerokie kadry oraz komfort nawet w tłumie, a solidna budowa z aluminium i tworzywa ABS dba o bezpieczeństwo Twojego smartfona. Wyjątkową zaletą L09S jest odłączany pilot Bluetooth, pozwalający robić zdjęcia wygodnie na odległość bez biegu na miejsce, zanim upłynie czas na samowyzwalaczu! W opakowaniu znajduje się: selfie stick pilot Bluetooth Kolor producenta: Black (czarny) Zrób z parapetu studio i nadaj live Nikt nie lubi ostrożnego balansowania telefonu na niestabilnych powierzchniach, dlatego Tech-Protect L09S wyposażono w składany statyw, który z każdego stołu czy parapetu robi profesjonalne studio. Antypoślizgowe wykończenie uchwytu chroni urządzenie przed upadkiem i zarysowaniami, dzięki czemu bez stresu możesz skupić się na kreatywności podczas nagrywania czy transmisji live. Uniwersalność kompatybilności z systemami iOS i Android sprawia, że sprawdzi się niemal z każdym smartfonem, więc nie musisz martwić się wymianą sprzętu. Zmieści się wszędzie i trzyma pewnie kadr L09S docenisz również za kompaktowe wymiary po złożeniu ma tylko 29 cm długości i waży zaledwie 289 g, więc bez problemu zmieścisz go do plecaka lub torebki razem z innymi akcesoriami. Długość szczęki uchwytu pozwala zamocować telefony o szerokości od 4 cm do 9,5 cm, co daje swobodę wyboru i gwarancję stabilności nawet podczas dynamicznych ujęć. Decydując się na ten selfie stick, możesz już zapomnieć o rozmazanych zdjęciach z przypadkowych podpórek i nieudanych grupowych kadrach przekonaj się, że technologia naprawdę ułatwia codzienne rejestrowanie wspomnień.",64.39,79.2,0.2,0
113028,"OUTLET: Uchwyt, kijek, statyw 3mk Hardy MagSelfie Stick + pilot Bluetooth, czarny",1,Statyw do telefonu,"ℹ Produkt pochodzi z outletu!Na aukcji kupujesz produkt, który nie kwalifikuje się do sprzedaży jako pełnowartościowy z powodu uszkodzonego lub rozpakowanego opakowania, dlatego oferujemy go w obniżonej cenie!Każdy produkt jest sprawdzony i w pełni sprawny, posiada pełną gwarancję producenta oraz wsparcie techniczne sklepu.OUT_2512010051Uchwyt, kijek, statyw 3mk Hardy MagSelfie Stick pilot Bluetooth Urządzenia kompatybilne z MagSafe lub smartfony od 6.1 Wyzwól swoją kreatywność z HARDY MagSelfie Stick Chwyć chwilę w każdych warunkach dzięki HARDY MagSelfie Stick! Ten kompaktowy, multifunkcyjny kijek do selfie to prawdziwy must-have dla wszystkich miłośników fotografii od profesjonalistów po amatorów. Dzięki stabilnemu mocowaniu MagSafe i zdalnemu wyzwalaczowi Bluetooth, jest pewne, że każde ujęcie będzie perfekcyjne, a Twój smartfon bezpieczny. To idealny partner dla fotografów, influencerów i podróżników, którzy cenią sobie jakość i wygodę Kolor producenta: Black (czarny) W zestawie: Hardy MagSelfie Stick Silikonowa nakładka do mocowania Pilot Bluetooth Pokrowiec Instrukcja obsługi Przedmiotem sprzedaży jest sam uchwyt, pozostałe akcesoria widoczne na zdjęciach służą jedynie przedstawieniu funkcjonalności produktu. Stabilność dzięki MagSafe Fotografuj bez obaw o sprzęt z 3mk HARDY MagSelfie Stick! Dzięki pełnej kompatybilności z technologią MagSafe, wystarczy przyłożyć smartfona i już jesteś gotów do działania. Potężne magnesy utrzymują urządzenie stabilnie w jednej pozycji, nawet w trudnych warunkach terenowych. To gwarancja, że każde zdjęcie i film wyjdą fantastycznie, a Twój smartfon będzie bezpiecznie zamocowany. Zapomnij o przypadkowych spotkaniach Twojego telefonu z betonem i skup się na tworzeniu niezapomnianych kadrów! Pracuj z każdym smartfonem Masz smartfon bez MagSafe? Żaden problem! Ten selfie stick jest wyposażony w specjalną silikonową nakładkę, która pozwala na zamocowanie dowolnego telefonu. To wszechstronne narzędzie współpracuje z modelami o rozmiarze od 6,1 cala i systemach iOS lub Android. Niezależnie od tego, jaki masz telefon, MagSelfie Stick zawsze sprosta Twoim oczekiwaniom, zapewniając stabilność i komfort użytkowania. Doświadcz prawdziwej wolności Z tym uchwytem możesz cieszyć się pełną swobodą tworzenia! Pilot Bluetooth o zasięgu 10 metrów pozwala na zdalne robienie zdjęć i nagrywanie filmów. Regulowane ramię teleskopowe, które rozciąga się do 72 cm, umożliwia eksperymentowanie z różnymi ujęciami. Niezależnie od wysokości, Twój smartfon pozostanie stabilnie zamocowany, a obrotowa głowica pozwala na robienie zdjęć w pionie lub poziomie dokładnie tak, jak chcesz. Używaj jako mobilnego statywu 3mk Hardy MagSelfie Stick to nie tylko kijek do selfie to również przenośny statyw, idealny do biura i w podróży. Kilka prostych ruchów i kompaktowa konstrukcja zmienia się w stabilny statyw o trójnożnej podstawie. Korzystaj z obu funkcji według potrzeb, nie martwiąc się o uszkodzenia. Wykonany z trwałych materiałów, takich jak ABS, PC i aluminium, MagSelfie Stick to gwarancja jakości premium od marki 3mk Hardy. Specyfikacja: Materiał: ABS PC aluminium Łączność Bluetooth: do 10m Bateria do pilota: CR1632 Długość: maks. 72cm Kompatybilność: iOS i Android",96.91,119.2,0.2,8
106048,"Uchwyt, kijek, statyw Fixed Creator Flexible Tripod do telefonów,  gwint 1/4"", czarny",1,Statyw do telefonu,"Statyw Fixed Creator Flexible Tripod Do telefonów o przekątnej do 6,9 (rozstaw uchwytu 5,5 cm - 8,5 cm) Elastyczny, niezawodny tripod Wyobraź sobie poranek w parku mgła unosi się nad stawem, a Ty chcesz uchwycić idealne ujęcie wschodu słońca. Elastyczny statyw Fixed Creator staje się Twoim niezawodnym towarzyszem. Niezależnie od tego, czy kręcisz filmy, robisz zdjęcia czy prowadzisz streaming, sprawdzi się dosłownie wszędzie. Siedem stalowych prętów w nogach zapewnia stabilność i pozwala przymocować telefon na gałęzi, barierce, a nawet na gładkiej powierzchni. Rozmiar gwintu: 14 Obciążenie: maks. 2 kg Wymiary: 40 x 335 x 44 mm (po złożeniu) Waga: 265 g Kolor producenta: Black (czarny) Obracaj, ustaw, nagrywaj! Uchwyt regulowany do telefonów o przekątnej do 6,9 cala chroni sprzęt przed zarysowaniami, dzięki miękkiej wyściółce, a obrotowy przegub pozwala ustawić telefon w poziomie lub pionie, tak aby zawsze złapać idealny kąt. Dwa praktyczne adaptery (Cold Shoe) zimnej stopki umożliwiają podłączenie mikrofonu lub oświetlenia LED, co pozwala osiągnąć efekty, jak z profesjonalnego studia. A kiedy zdejmiesz uchwyt gwint 14 cala pozwala na montaż aparatów, kamer sportowych lub innych akcesoriów. Stabilność w każdej sytuacji Gumowe nogi pewnie trzymają statyw nawet na śliskich lub nierównych powierzchniach, dzięki czemu nagrania pozostają ostre, a telefon nie przesuwa się. Niezależnie od tego, czy nagrywasz w terenie, w parku czy w trudnym, miejskim otoczeniu daje poczucie bezpieczeństwa i pełną kontrolę nad ujęciem. To idealne rozwiązanie dla osób, które cenią szybkość, wygodę i niezawodność podczas pracy w każdych warunkach. Lekki, mocny, mobilny To kompaktowy statyw, który zmieści się w każdej torbie i nie obciąży sprzętu. Wykonany z wytrzymałych materiałów ABS i PAGF, łączy solidność z mobilnością, dając pełną swobodę działania. Elastyczne możliwości montażu pozwalają na kreatywne ujęcia w dowolnym miejscu podczas miejskich spacerów, w plenerze czy w domowym studio.",80.49,99,0.2,10
106170,"Uchwyt, kijek, statyw z pilotem Ugreen LP586 Selfie Stick Tripod Bluetooth z adapterem 1/4"", 1,6m, czarny",1,Statyw do telefonu,"Selfie stick tripod Bluetooth Ugreen LP586 dla urządzeń o przekątnej 4-7,2 Selfie stick z pilotem Bluetooth o zasięgu do 10 m Chcesz uchwycić siebie i całą paczkę znajomych na jednym zdjęciu, bez dziwnych kadrów i przysłowiowej za krótkiej ręki? Selfie Stick Tripod Bluetooth Ugreen LP586 to nowoczesny gadżet, który dzięki możliwości rozłożenia kijka aż do 1,6 m i pilotowi Bluetooth o zasięgu do 10 m pozwala złapać szeroką perspektywę niczym zawodowy fotograf i zawsze być na zdjęciu! W jednej chwili zyskujesz urządzenie, które łączy funkcję kijka, statywu i pilota w jednej lekkiej konstrukcji pozostaje już tylko znaleźć najlepszy kadr i nacisnąć przycisk. W opakowaniu znajduje się: selfie stick tripod Bluetooth Ugreen LP586 pilot Bluetooth adapter 14 Kolor producenta: Black (czarny) Lekki, składany kijek do robienia zdjęć Lekkość kijka sprawia, że nigdy nie musisz rezygnować ze spontanicznego zdjęcia, nawet jeśli wyruszasz na szybki spacer lub planujesz długą wyprawę. Kompaktowy rozmiar po złożeniu pozwala schować statyw do każdej torby, a wygodny uchwyt dobrze leży w dłoni i nie wyśliźnie się podczas ustawiania najlepszego ujęcia. Dzięki temu masz pewność, że kijek nie zostanie w domu, bo jego przenoszenie jest równie szybkie i proste. Stabilny tripod antypoślizgowy Stabilność to drugie imię statywu Ugreen, wbudowany tripod z antypoślizgowymi podkładkami jest gotowy nawet na wietrzne plenery lub nagrania dynamicznych vlogów. Po rozstawieniu na płaskiej powierzchni kijek zamienia się w pełnoprawny statyw, pozwalając uchwycić całą recenzję lub grupowe selfie bez ryzyka, że sprzęt zadrży w kluczowym momencie. Taki poziom stabilności sprawia, że nawet spontaniczny wypad na zewnątrz kończy się doskonałymi ujęciami. Pilot do zdjęć z Bluetooth 5.0 o zasięgu do 10 metrów Pilot Bluetooth 5.0 daje pełną wolność ustawienia sprzętu na odległość i robienia zdjęć czy nagrań, kiedy tylko przyjdzie Ci na to ochota nawet do 10 m od urządzenia. Wytrzymała bateria pilota o pojemności 125 mAh i błyskawiczna reakcja na naciśnięcie sprawiają, że każda próba zdjęcia kończy się sukcesem, a Ty już nigdy nie musisz prosić nieznajomych o pomoc. Od tej pory żadna zabawna mina ani emocjonujący moment nie przejdą niezauważone pilot uwolni Twoją kreatywność w każdej sytuacji. Uniwersalny statyw z adapterem 14 Obecność adaptera 14 to szansa na personalizację pod siebie: przymocuj lampkę, aparat lub projektor i wykorzystuj kijek zarówno na spotkaniach ze znajomymi, jak i podczas domowego kina. Wszechstronność urządzenia sprawia, że staje się ono centralnym elementem fotograficznego wyposażenia, niezależnie od sytuacji i potrzeb. Kijek od Ugreen to nie tylko selfie stick to Twój mobilny sprzęt video do wykorzystania wszędzie, gdzie masz ochotę na coś więcej niż zwykłe ujęcie. Uchwyt 360 z regulacją kąta do 210 Szybka regulacja pozycji i kompatybilność z urządzeniami od 4 do 7,2 cala to czysta wygoda możesz ustawić kąt nachylenia aż do 210 i obracać uchwyt o 360, bez obaw o nietrafiony kadr. Każda zmiana ustawień przebiega płynnie, więc nawet niecierpliwy operator poradzi sobie podczas dynamicznych relacji z wydarzeń czy stworzenia kreatywnego posta. Ta sprytna konstrukcja sprawia, że robienie zdjęć i filmów staje się rozrywką, a nie obowiązkiem i o to tu właśnie chodzi!",88.62,109,0.2,6
61622,"Uchwyt, kijek, statyw Tech-Protect L06S MagSafe Wireless Selfie Stick Tripod Bluetooth, czarny",1,Statyw do telefonu,"Tech-Protect L06S MagSafe Wireless Selfie Stick Tripod Dla smartfonów z Bluetooth, z obsługą MagSafe Dla perfekcyjnych ujęć Tech-Protect L06S to innowacyjny selfie stick, który spełni oczekiwania nawet najbardziej wymagających fotografów i vlogerów. Jego niezwykła kombinacja wytrzymałości, stabilności i wszechstronności zapewnia niezawodne ujęcia w każdej sytuacji. Teraz możesz zabrać go ze sobą wszędzie, wystarczy jedno przekręcenie, a już możesz zaczynać swoją sesję selfie. Ale to nie wszystko! Tech-Protect L06S to także przenośny statyw, który daje Ci pełną swobodę kreatywności. Kompatybilny z urządzeniami iOS i Android. Waga: 190g Wymiar rozłożonego (maksymalny): 82 cm Kolor producenta: Black (czarny) Regulowana wysokość Selfie Stick posiada teleskopową rurkę, która pozwala na imponujące wydłużenie kijka, co znacząco rozszerza Twoje możliwości fotografowania. Szeroki kąt czy grupa znajomych - teraz wszystko jest w zasięgu Twojej ręki. A kiedy zależy Ci na dodatkowej stabilności, trzy nogi selfie sticka włączają się do gry, gwarantując stabilność podczas tworzenia zdjęć i filmów. To właściwie tripod, który staje się nieodłącznym narzędziem dla profesjonalistów tworzących treści multimedialne. Po złożeniu jest niewielki i poręczny, zajmując zaledwie 24 cm. Niezależnie od tego, czy tworzysz zdjęcia czy filmy, głowica selfie sticka, obracająca się o 360 stopni stawia Cię w pełnej kontroli nad kątem nagrywania. To narzędzie, które stwarza przestrzeń dla Twojej kreatywności, pozwalając na dostosowanie każdego ujęcia do własnych potrzeb. Bezprzewodowa wygoda Dzięki zintegrowanemu modułowi Bluetooth, zestawienie bezprzewodowego połączenia między pilotem a Twoim smartfonem to teraz dziecinnie prosta sprawa. To oznacza, że możesz pozostawić w zapomnieniu plątaninę kabli. Obsługa jest intuicyjna i komfortowa, co stanowi jedną z kluczowych zalet tego urządzenia. Niezawodny partner na każdą okazję Dzięki wytrzymałym materiałom użytym do produkcji Tech-Protect L06S, ten selfie stick nie tylko gwarantuje niezawodność, ale także przetrwa długie sezony użytkowania. Twoje zmartwienia o trwałość możesz odłożyć na bok, ponieważ to narzędzie jest zaprojektowane z myślą o wieloletnim użytkowaniu. Solidność uchwytu to gwarancja stabilności podczas wykonywania zdjęć i nagrań wideo. A dzięki obsłudze systemu MagSafe, twój iPhone będzie bezpiecznie zamocowany, eliminując wszelkie obawy związane z potencjalnym przypadkowym upadkiem. Teraz możesz robić zdjęcia bez obaw, niezależnie od tego, gdzie się znajdujesz.",80.49,99,0.2,7
61925,"Uchwyt, kijek, statyw Tech-Protect L05S  Wireless Selfie Stick Tripod Bluetooth & Led Light, czarny ",1,Statyw do telefonu,"Tech-Protect L05S Wireless Selfie Stick Tripod Bluetooth Led Light Dla smartfonów z Bluetooth Bezprzewodowa wolność fotografowania! Tech-Protect L05S to niezastąpione narzędzie dla wszystkich miłośników fotografii i filmowania. Dzięki solidnej konstrukcji i materiałom gwarantuje niezawodność i trwałość w każdych warunkach. Bezprzewodowe połączenie poprzez moduł Bluetooth sprawia, że korzystanie z tego selfie sticka jest wyjątkowo wygodne i bezproblemowe. Nie ma już potrzeby martwienia się o plączące się kable czy ograniczenia z nimi związane. Kolor producenta: Black (czarny) Fotografuj z każdej perspektywy! Teleskopowa rurka pozwala na wydłużenie, co umożliwia łatwe uchwycenie szerokiego kąta lub sfotografowanie grupy znajomych z każdej perspektywy. Uchwyt został wyposażony również w statyw z trzema nogami, zapewniający stabilność podczas robienia zdjęć i filmów. Tripod to praktyczne rozszerzenie funkcjonalności kijka, które umożliwia łatwe tworzenie profesjonalnych treści multimedialnych nawet w trudnych warunkach terenowych. Oświetl swoje ujęcia! Wyposażony w lampę LED zamontowaną w uchwycie, oferuje możliwość wyboru pomiędzy ciepłym, zimnym światłem lub ich mieszanką i 6-poziomową regulację jasności. Ta funkcja oświetlenia pozwala dostosować światło do różnych warunków otoczenia, co umożliwia uzyskanie idealnych efektów w każdej sytuacji. Niezależnie od tego, czy robisz zdjęcia w słoneczny dzień na zewnątrz, czy też tworzysz treści w słabym oświetleniu wewnątrz, Tech-Protect zapewnia optymalne warunki oświetleniowe, które podkreślą każdy detal i zapewnią profesjonalny wygląd Twoim zdjęciom i filmom. Troszkę specyfikacji! Wymiar złożonego statywu: 33,5 cm Wymiar rozłożonego maksymalny: 104 cm Łapa na urządzenia o szerokości: od 6 cm do 8,8 cm Waga: 250 g Temperatura światła białego: 6500K, moc: 0,37W Temperatura światła ciepłego: 3000 K, moc: 0,37W Temperatura światła mieszanego: 4500K, moc: 0,41W Moc lampy LED: 0,2W Kompatybilny z: iOS, Android Zestaw zawiera: Selfie Stick Tech-Protect L05S, Pilot Bluetooth",64.23,79,0.2,8
57488,"Uchwyt, kijek, statyw Tech-Protect L04S MagSafe Wireless Selfie Stick Tripod Bluetooth, czarny",1,Statyw do telefonu,"Tech-Protect L04S MagSafe Wireless Selfie Stick Tripod Dla smartfonów z Bluetooth, z obsługą MagSafe Dla perfekcyjnych ujęć Tech-Protect L04S to innowacyjny selfie stick, który spełni oczekiwania nawet najbardziej wymagających fotografów i vlogerów. Jego niezwykła kombinacja wytrzymałości, stabilności i wszechstronności zapewnia niezawodne ujęcia w każdej sytuacji. Teraz możesz zabrać go ze sobą wszędzie, wystarczy jedno przekręcenie, a już możesz zaczynać swoją sesję selfie. Ale to nie wszystko! Tech-Protect L04S to także przenośny statyw, który daje Ci pełną swobodę kreatywności. Kompatybilny z urządzeniami iOS i Android. Kompatybilny z urządzeniami o szerokości: 5,7 - 8cm Kolor producenta: Black (czarny) Regulowana wysokość Selfie Stick posiada teleskopową rurkę, która pozwala na imponujące wydłużenie kijka, co znacząco rozszerza Twoje możliwości fotografowania. Szeroki kąt czy grupa znajomych - teraz wszystko jest w zasięgu Twojej ręki. A kiedy zależy Ci na dodatkowej stabilności, trzy nogi selfie sticka włączają się do gry, gwarantując stabilność podczas tworzenia zdjęć i filmów. To właściwie tripod, który staje się nieodłącznym narzędziem dla profesjonalistów tworzących treści multimedialne. Po złożeniu jest niewielki i poręczny, zajmując zaledwie 20,5 cm. Niezależnie od tego, czy tworzysz zdjęcia czy filmy, głowica selfie sticka, obracająca się o 360 stopni stawia Cię w pełnej kontroli nad kątem nagrywania. To narzędzie, które stwarza przestrzeń dla Twojej kreatywności, pozwalając na dostosowanie każdego ujęcia do własnych potrzeb. Bezprzewodowa wygoda Dzięki zintegrowanemu modułowi Bluetooth, zestawienie bezprzewodowego połączenia między selfie stickiem a Twoim smartfonem to teraz dziecinnie prosta sprawa. To oznacza, że możesz pozostawić w zapomnieniu plątaninę kabli. Obsługa jest intuicyjna i komfortowa, co stanowi jedną z kluczowych zalet tego urządzenia. Niezawodny partner na każdą okazję Dzięki wytrzymałym materiałom użytym do produkcji Tech-Protect L04S, ten selfie stick nie tylko gwarantuje niezawodność, ale także przetrwa długie sezony użytkowania. Twoje zmartwienia o trwałość możesz odłożyć na bok, ponieważ to narzędzie jest zaprojektowane z myślą o wieloletnim użytkowaniu. Solidność uchwytu to gwarancja stabilności podczas wykonywania zdjęć i nagrań wideo. A dzięki obsłudze systemu MagSafe, twój iPhone będzie bezpiecznie zamocowany, eliminując wszelkie obawy związane z potencjalnym przypadkowym upadkiem. Teraz możesz robić zdjęcia bez obaw, niezależnie od tego, gdzie się znajdujesz. ZESTAW ZAWIERA: Selfie Stick Tech-Protect L04S",80.49,99,0.2,3
